time,Close,High,Low,Open,Volume,price_return,return_3h_mean,return_3h_std,volume_zscore,anomaly
2025-06-06 19:30:00,29.57999992,29.70999908,29.55999947,29.69000053,682634,-0.0037049716415077,-0.0032220116893099,0.0027447606981717,-0.2430955808682786,1
2025-06-09 13:30:00,29.59000015,30.04750061,29.54999924,29.92000008,1440279,0.0003380740374254,-0.0030200450880221,0.0030734383816142,1.4759321617767156,1
2025-06-09 14:30:00,29.47500038,29.72999954,29.45000076,29.58009911,790289,-0.0038864403317686,-0.0024177793119503,0.0023883631390212,-0.0742263903039014,1
2025-06-09 15:30:00,29.64999962,29.71999931,29.45000076,29.45999908,381386,0.005937209083761,0.0007962809298059,0.0049278278304926,-1.0017065319078144,1
2025-06-09 16:30:00,29.68000031,29.75,29.62000084,29.65500069,474037,0.0010118276689543,0.0010208654736489,0.0049118309438787,-0.7383242776552044,1
2025-06-09 17:30:00,29.81999969,29.94499969,29.67000008,29.68000031,470123,0.0047169601933201,0.0038886656486785,0.0025650339977947,-0.7025228976433274,1
2025-06-09 18:30:00,30.34000015,30.48999977,29.75,29.80999947,1111024,0.0174379767071017,0.0077222548564587,0.0086155928446668,0.8773911377918507,1
2025-06-09 19:30:00,30.32999992,30.43499947,30.21999931,30.39970016,840534,-0.0003296054696955,0.0072751104769088,0.0091558639001123,0.140302354410595,1
2025-06-10 13:30:00,30.02300072,30.60000038,29.89999962,30.54000092,1668571,-0.0101219650778027,0.0023288020532011,0.0139709679591349,2.470767678365556,1
2025-06-10 14:30:00,30.01000023,30.17000008,29.97999954,30.02499962,644867,-0.0004330176760559,-0.003628196074518,0.005624006616472,-0.3755952562974838,1
2025-06-10 15:30:00,29.76230049,30.00139999,29.65999985,30.00139999,1143774,-0.0082539066345085,-0.0062696297961224,0.005140227754387,0.9752819228495104,1
2025-06-10 16:30:00,29.95999908,30.11000061,29.77009964,29.77599907,1032245,0.0066425843011168,-0.0006814466698158,0.0074513521103553,0.7258042445968259,1
2025-06-10 17:30:00,29.89949989,30.03000069,29.81999969,29.95000076,748700,-0.002019332171488,-0.0012102181682932,0.0074811335806425,-0.065089570774013,1
2025-06-10 18:30:00,30.35899925,30.37989998,29.75,29.88999939,1482588,0.015368128620562,0.0066637935833969,0.008693749799368,1.7802290068394402,1
2025-06-10 19:30:00,30.15999985,30.42000008,30.0,30.36000061,1907849,-0.0065548735108585,0.0022646409794051,0.0115723301491855,2.393197243972378,1
2025-06-11 13:30:00,28.67989922,29.41379929,28.45000076,29.02000046,5771285,-0.0490749548196698,-0.0134205665699888,0.0327655467939696,4.3150947525657015,1
2025-06-11 14:30:00,29.19000053,29.20999908,28.43000031,28.67989922,2229654,0.0177860217041585,-0.0126146022087899,0.0338398844464543,0.9899031435819609,1
2025-06-11 15:30:00,28.73539925,29.32999992,28.55999947,29.20000076,1571000,-0.0155738702208237,-0.015620934445445,0.0334305131086992,0.3694070368902124,1
2025-06-11 16:30:00,28.80999947,28.95999908,28.60000038,28.73530006,792582,0.0025961087003167,0.0016027533945505,0.0167021155361902,-0.3179299110850686,1
2025-06-11 17:30:00,28.69000053,28.89999962,28.45999908,28.82010078,1030746,-0.0041651836934241,-0.0057143150713103,0.0091835118292588,-0.1198492817223378,1
2025-06-11 18:30:00,28.60000038,28.79990005,28.53000069,28.68000031,766548,-0.0031369866970162,-0.0015686872300411,0.0036432734075279,-0.3751965091980112,1
2025-06-11 19:30:00,28.51000023,28.61000061,28.42000008,28.61000061,1039047,-0.0031468583497969,-0.0034830095800791,0.000590800730425,-0.1521719064001355,1
2025-06-12 13:30:00,22.95499992,24.29999924,22.81999969,23.56999969,36396803,-0.194843923717499,-0.067042589588104,0.1106792021036577,4.643195490467108,-1
2025-06-12 14:30:00,22.375,23.22999954,22.37000084,22.9598999,20395105,-0.0252668230024545,-0.0744192016899168,0.1048756810019559,2.0859833975476207,-1
2025-06-12 15:30:00,22.34499931,22.94000053,22.23999977,22.375,14542910,-0.0013408129608939,-0.0738171865602825,0.1054927334905997,1.2476575221556103,1
2025-06-12 16:30:00,21.67499924,22.37000084,21.67000008,22.34499931,19722869,-0.0299843405992031,-0.0188639921875172,0.0153577374871814,1.6645669515334094,1
2025-06-12 17:30:00,21.54500008,21.68000031,21.54000092,21.67499924,16165066,-0.0059976546508979,-0.0124409360703316,0.0153704204717749,1.1623173096944523,1
2025-06-12 18:30:00,21.78499985,22.48999977,21.54000092,21.54500008,34925053,0.0111394647996676,-0.0082808434834778,0.0206567557001326,2.571985952008284,1
2025-06-12 19:30:00,22.14959908,22.18000031,21.71999931,21.78910065,25359783,0.0167362512054367,0.0072926871180688,0.0118450788418611,1.5230636733332392,1
2025-06-13 13:30:00,22.41250038,23.10000038,22.14999962,22.18000031,20796671,0.0118693480207225,0.0132483546752756,0.003042572765428,1.033216844777424,1
2025-06-13 14:30:00,22.95000076,23.03000069,22.36000061,22.40999985,9809716,0.0239821693647195,0.0175292561969596,0.0060952237789378,0.0532693089644253,1
2025-06-13 15:30:00,22.89500046,23.14999962,22.70000076,22.93009949,5979299,-0.0023965271537534,0.0111516634105628,0.0132039846600625,-0.3027574817900544,1
2025-06-13 16:30:00,22.76000023,23.09000015,22.62999916,22.89999962,9677766,-0.0058964938758511,0.0052297161117049,0.0163341151893458,-0.0061838940187628,1
2025-06-13 17:30:00,22.45499992,22.81999969,22.44070053,22.76000023,4433947,-0.0134007164726641,-0.0072312458340895,0.0056222075498972,-0.4922338615150883,1
2025-06-13 18:30:00,22.42499924,22.52000046,22.27000046,22.45840073,3450924,-0.001336035631569,-0.0068777486600281,0.0060919025487094,-0.5930231901874318,1
2025-06-13 19:30:00,22.12999916,22.55999947,22.10330009,22.42499924,4444464,-0.0131549649943264,-0.0092972390328532,0.0068956992498758,-0.5206091334786186,1
2025-06-16 13:30:00,22.97920036,23.21999931,22.40999985,22.77000046,10901382,0.0383733046648702,0.0079607680129915,0.0269928427925229,0.0311274434638474,1
2025-06-16 14:30:00,23.08309937,23.45999908,22.96999931,22.98999977,4110819,0.0045214371419493,0.0099132589374976,0.0261838585816516,-0.6147668524564917,1
2025-06-16 15:30:00,23.23999977,23.27000046,22.95000076,23.09000015,2344153,0.0067971981355292,0.0165639799807829,0.0189216741967228,-0.7830191416445822,1
2025-06-16 16:30:00,23.26729965,23.37999916,23.10000038,23.23999977,1828460,0.0011746936432952,0.0041644429735912,0.0028282013398053,-0.8077202219143079,1
2025-06-16 17:30:00,23.18000031,23.27000046,23.04000092,23.27000046,1677168,-0.0037520185545039,0.0014066244081068,0.0052784313108219,-0.8181781411643088,1
2025-06-16 18:30:00,23.31999969,23.38999939,23.12000084,23.18000031,2947288,0.0060396625594349,0.0011541125494087,0.0048958730013485,-0.7088191970835344,1
2025-06-16 19:30:00,23.30999947,23.35499954,23.03000069,23.31999969,3085202,-0.000428825906215,0.0006196060329053,0.0049793234387304,-0.7102118331608898,1
2025-06-17 13:30:00,23.38929939,23.38999939,22.96999931,23.00989914,4275767,0.0034019700473206,0.0030042689001802,0.0032525313848428,-0.6174723472594474,1
2025-06-17 14:30:00,23.62999916,23.70000076,23.21999931,23.3798008,6517296,0.0102910209487894,0.0044213883632983,0.0054321440910471,-0.4350110038550994,1
2025-06-17 15:30:00,23.70899963,23.78000069,23.5,23.62999916,2685373,0.0033432277955274,0.0056787395972125,0.0039944608037396,-0.8156385330096408,1
2025-06-17 16:30:00,23.17000008,23.72999954,23.15999985,23.70000076,2115774,-0.0227339642503507,-0.0030332385020113,0.0174114015427705,-0.8447081718410775,1
2025-06-17 17:30:00,22.81999969,23.23999977,22.79000092,23.17000008,3593260,-0.0151057569612231,-0.0114988311386821,0.013407550919776,-0.6165683635136189,1
2025-06-17 18:30:00,22.98999977,23.04000092,22.81999969,22.82130051,2559616,0.0074496092160114,-0.0101300373318541,0.0156949152967572,-0.676986765722784,1
2025-06-17 19:30:00,22.98999977,23.09000015,22.93499947,22.98500061,1588916,0.0,-0.0025520492484039,0.0114922083331269,-0.7209073566603502,1
2025-06-18 13:30:00,23.06500053,23.23999977,22.92970085,23.06999969,2029340,0.0032623210417717,0.003570643419261,0.0037343629154333,-0.6085701213300814,1
2025-06-18 14:30:00,23.22100067,23.29999924,23.03499985,23.0685997,1155477,0.0067635003865313,0.003341940476101,0.0033824530758596,-0.7596145898201896,1
2025-06-18 15:30:00,23.56310081,23.63999939,23.18239975,23.26000023,1691481,0.0147323599383886,0.0082527271222305,0.0058782476364316,-0.6970813027339232,1
2025-06-18 16:30:00,23.54999924,23.95000076,23.47999954,23.55999947,2840674,-0.0005560206233317,0.0069799465671961,0.0076464881979793,-0.4207382163792242,1
2025-06-18 17:30:00,23.61000061,23.68000031,23.46999931,23.54000092,1246696,0.0025478289569575,0.0055747227573381,0.0080811638771331,-0.9601456589863098,1
2025-06-18 18:30:00,23.54879951,23.70999908,23.34000015,23.61000061,1656805,-0.0025921685056662,-0.0002001200573467,0.0025884150340689,-0.7287605741387483,1
2025-06-18 19:30:00,23.45499992,23.68989944,23.40999985,23.54000092,1712321,-0.0039832005007375,-0.0013425133498153,0.0034401765871429,-0.6711328341178567,1
2025-06-20 13:30:00,23.36000061,23.71999931,23.27000046,23.52000046,3559680,-0.0040502796983168,-0.0035418829015735,0.0008231603610658,0.2284278758583932,1
2025-06-20 14:30:00,23.27499962,23.45000076,23.12999916,23.35000038,2081982,-0.0036387409152555,-0.0038907403714366,0.0002208001338805,-0.4521395770219987,1
2025-06-20 15:30:00,23.33499908,23.47999954,23.29999924,23.38500023,2821854,0.0025778500957931,-0.0017037235059264,0.0037136566107672,-0.0665187229876426,1
2025-06-20 16:30:00,23.50499916,23.72500038,23.33009911,23.33499908,1757689,0.0072851976302714,0.0020747689369363,0.0054793180529978,-0.682145325607021,1
2025-06-20 17:30:00,23.47500038,23.60499954,23.43000031,23.5,1041543,-0.0012762723281033,0.002862258465987,0.0042878150674689,-1.1777615785857931,1
2025-06-20 18:30:00,23.32710075,23.54000092,23.28000069,23.47340012,938177,-0.0063003036253838,-9.712610773856174e-05,0.0068690793013766,-1.176623701094815,1
2025-06-20 19:30:00,23.45999908,23.48999977,23.21999931,23.32999992,2011071,0.0056971644879615,-0.0006264704885085,0.0060250719585527,-0.3152329943998134,1
2025-06-23 13:30:00,22.95999908,23.32999992,22.82999992,23.03000069,2751524,-0.021312873811076,-0.0073053376494994,0.0135330378064605,0.2508170909197704,1
2025-06-23 14:30:00,22.92499924,23.05999947,22.86000061,22.95499992,1497813,-0.0015243833363429,-0.0057133642198191,0.0139837839249776,-0.7178589810935891,1
2025-06-23 15:30:00,22.59000015,22.96999931,22.54999924,22.90889931,1857530,-0.0146128288377642,-0.012483361995061,0.0100646440867413,-0.3865544459134906,1
2025-06-23 16:30:00,22.78000069,22.78000069,22.45000076,22.58009911,2305724,0.0084108250880201,-0.002575462362029,0.0115477588891632,0.0474922747345803,1
2025-06-23 17:30:00,22.87999916,22.94000053,22.73010063,22.78000069,726011,0.0043897483306001,-0.0006040851397146,0.0122973956417811,-1.67153799157564,1
2025-06-23 18:30:00,23.05500031,23.07999992,22.88010025,22.8852005,951658,0.0076486519416463,0.0068164084534222,0.0021358222046865,-1.25889443573133,1
2025-06-23 19:30:00,22.84000015,23.11009979,22.79999924,23.05500031,1126919,-0.0093255327308212,0.000904289180475,0.0090078885116962,-0.962654010597693,1
2025-06-24 13:30:00,23.09000015,23.19000053,22.85000038,23.03000069,2819727,0.0109457092100764,0.0030896094736338,0.0108774750574504,1.2901773351401924,1
2025-06-24 14:30:00,23.21999931,23.31999969,23.07010078,23.09000015,1517066,0.0056301065030524,0.0024167609941025,0.0105107090377631,-0.4160714793806977,1
2025-06-24 15:30:00,23.05999947,23.28000069,22.97999954,23.22999954,1385841,-0.0068906048559223,0.0032284036190688,0.0091574918740032,-0.581338461320755,1
2025-06-24 16:30:00,23.0345993,23.11000061,22.98500061,23.05999947,989016,-0.0011014818119595,-0.0007873267216098,0.0062662647007034,-1.0393751559685065,1
2025-06-24 17:30:00,23.07999992,23.09000015,22.87999916,23.03000069,876535,0.0019709750279874,-0.0020070372132981,0.0044996580368286,-1.155403735429673,1
2025-06-24 18:30:00,23.23999977,23.31500053,23.06999969,23.07999992,1050753,0.0069324025370274,0.0026006319176851,0.0040537853029335,-0.8761961384577082,1
2025-06-24 19:30:00,23.29500008,23.29999924,23.19000053,23.23999977,1995291,0.0023666226568126,0.0037566667406091,0.0027573733240233,0.4051567166608944,1
2025-06-25 13:30:00,23.28000069,23.69000053,23.25,23.37999916,1716114,-0.0006438888151315,0.0028850454595695,0.0038146584794724,0.0021591845939608,1
2025-06-25 14:30:00,23.21999931,23.35000038,23.04999924,23.28499985,1999834,-0.002577378789588,-0.0002848816493023,0.0024914759048279,0.3676078520663347,1
2025-06-25 15:30:00,23.15999985,23.26535606,23.12000084,23.26000023,895935,-0.0025839561491356,-0.0019350745846184,0.0011182045134529,-1.055850806437698,1
2025-06-25 16:30:00,23.43000031,23.49500084,23.14999962,23.16869926,1022592,0.0116580510254191,0.0021655720288984,0.0082207286136906,-0.864669245991869,1
2025-06-25 17:30:00,23.27499962,23.45000076,23.26000023,23.43000031,823011,-0.0066154796393171,0.0008195384123221,0.0096004329152995,-1.0742159420609152,1
2025-06-25 18:30:00,23.29000092,23.39500046,23.10000038,23.27499962,1469216,0.0006445241780845,0.0018956985213955,0.0092007911978689,-0.0182696013675154,1
2025-06-25 19:30:00,23.53000069,23.53000069,23.20999908,23.29500008,1094376,0.0103048415852102,0.0014446287079925,0.0084884888542885,-0.5899987277143484,1
2025-06-26 13:30:00,23.84000015,23.87000084,23.29999924,23.39999962,2057050,0.0131746472974709,0.0080413376869219,0.0065645703416078,0.9174337797247588,1
2025-06-26 14:30:00,23.64999962,23.85000038,23.56310081,23.84900093,748350,-0.0079698208391161,0.005169889347855,0.011469434774858,-1.188842566358365,1
2025-06-26 15:30:00,23.72500038,23.81999969,23.62000084,23.63999939,1070853,0.0031712795435554,0.0027920353339701,0.0105773343911716,-0.6115377308334149,1
2025-06-26 16:30:00,23.78009987,23.87999916,23.69000053,23.72999954,927626,0.0023224231450991,-0.0008253727168205,0.0062018137286948,-0.7954276044281662,1
2025-06-26 17:30:00,23.70999908,24.05999947,23.70000076,23.79000092,1231904,-0.0029478761814805,0.0008486088357246,0.0033151339581826,-0.2307590951304122,1
2025-06-26 18:30:00,23.72999954,23.76140022,23.51000023,23.70630074,889085,0.0008435453722506,7.269744528974147e-05,0.0027183944972739,-0.7757358298103869,1
2025-06-26 19:30:00,23.86000061,23.92550087,23.68000031,23.73999977,920332,0.0054783427104945,0.0011246706337548,0.0042201380028808,-0.6583356495330392,1
2025-06-27 13:30:00,24.22999954,24.22999954,23.79000092,23.98999977,2657493,0.0155070796538425,0.0072763225788625,0.0074952890612801,2.2681523092164477,1
2025-06-27 14:30:00,23.95000076,24.26000023,23.88500023,24.22999954,1071979,-0.0115558722788156,0.0031431833618404,0.0136817604391775,-0.4791936166285913,1
2025-06-27 15:30:00,23.85829926,24.0,23.79000092,23.94020081,1092906,-0.0038288725298563,4.077828172355247e-05,0.013940282991389,-0.4399660555518084,1
2025-06-27 16:30:00,23.87999916,23.95999908,23.70000076,23.86039925,1730338,0.0009095325598662,-0.0048250707496018,0.0062921290210726,0.870331500598456,1
2025-06-27 17:30:00,23.63999939,23.92000008,23.60000038,23.875,1342609,-0.0100502419783167,-0.0043231939827689,0.0054965834621204,0.0987798351316693,1
2025-06-27 18:30:00,23.51000023,23.63999939,23.45999908,23.63500023,1242458,-0.0054991185852141,-0.0048799426678881,0.0055060601698852,-0.0931548598904923,1
2025-06-27 19:30:00,23.59000015,23.63999939,23.45999908,23.51000023,1090297,0.0034028038799387,-0.004048852227864,0.0068427746635794,-0.4138639815070145,1
2025-06-30 13:30:00,23.81999969,23.87999916,23.54000092,23.63999939,1680982,0.009749874461107,0.0025511865852772,0.0076600839580327,0.7305127644040873,1
2025-06-30 14:30:00,23.82999992,24.02000046,23.72999954,23.80999947,1671777,0.0004198249424913,0.004524167761179,0.0047650339684587,0.6566607346161565,1
2025-06-30 15:30:00,23.79999924,23.87999916,23.75,23.82999992,1052506,-0.0012589458707812,0.0029702511776057,0.0059310232473424,-0.5520616924217183,1
2025-06-30 16:30:00,23.90999985,23.94000053,23.79999924,23.79999924,504321,0.0046218745173371,0.0012609178630157,0.0030292887094237,-1.545235547114054,1
2025-06-30 17:30:00,24.03219986,24.10000038,23.89999962,23.90500069,1419868,0.0051108327380438,0.0028245871281999,0.0035448838275355,0.3905818305747032,1
2025-06-30 18:30:00,24.02499962,24.06999969,23.96999931,24.04000092,897743,-0.0002996080276439,0.0031443664092456,0.0029925724681047,-0.7299300779589804,1
2025-06-30 19:30:00,24.375,24.39999962,24.01000023,24.02499962,2347404,0.0145681742158545,0.0064597996420848,0.0075251259784251,2.04613149256105,1
