time,Close,High,Low,Open,Volume,price_return,return_3h_mean,return_3h_std,volume_zscore
2025-06-02 13:30:00,30.13999939,30.49640083,29.72999954,29.87000084,2376431,0.0,,,
2025-06-02 14:30:00,30.34000015,30.42000008,30.04000092,30.11000061,910996,0.006635725416316962,,,
2025-06-02 15:30:00,30.12549973,30.38999939,30.02000046,30.34000015,829359,-0.007069888560959692,-0.00014472104821424323,0.0068539530024561346,
2025-06-02 16:30:00,30.14999962,30.27000046,30.09000015,30.14999962,420770,0.0008132608660296192,0.0001263659071289632,0.006878577769928362,
2025-06-02 17:30:00,30.73999977,30.87999916,30.13549995,30.15500069,1165139,0.01956882777566027,0.0044374000269100655,0.013684154723942441,
2025-06-02 18:30:00,30.54500008,30.79000092,30.43000031,30.74600029,760976,-0.006343516312915076,0.004679524109591604,0.0133818305041788,
2025-06-02 19:30:00,30.61000061,30.65999985,30.51000023,30.54500008,678548,0.002128025203135042,0.005117778888626745,0.013212356503141854,
2025-06-03 13:30:00,30.63999939,31.04999924,30.48999977,30.80999947,1667749,0.0009800319961510429,-0.0010784863712096637,0.004595636769383677,
2025-06-03 14:30:00,30.81999969,31.0,30.56999969,30.64999962,946380,0.005874683537322234,0.002994246912202773,0.002559718434577826,
2025-06-03 15:30:00,30.45999908,30.84000015,30.45999908,30.81999969,701428,-0.011680746710611034,-0.0016086770590459192,0.00905948915374684,
2025-06-03 16:30:00,30.45999908,30.59000015,30.3519001,30.45000076,547253,0.0,-0.0019353543910962667,0.008936301262931119,
2025-06-03 17:30:00,30.22999954,30.57999992,30.15999985,30.45999908,477946,-0.007550871534694692,-0.006410539415101908,0.005923278563143376,
2025-06-03 18:30:00,30.39999962,30.43000031,30.02000046,30.22820091,776065,0.005623555494106203,-0.0006424386801961631,0.00661066770286172,
2025-06-03 19:30:00,30.09000015,30.45000076,30.06999969,30.38999939,653843,-0.010197351114308861,-0.004041555718299117,0.00847418105792241,
2025-06-04 13:30:00,29.59000015,29.93420029,29.34000015,29.89999962,1747899,-0.01661681613517707,-0.007063537251793243,0.01144657697942177,
2025-06-04 14:30:00,29.90999985,30.04000092,29.54920006,29.57999992,824366,0.010814454152680897,-0.005333237698935012,0.014347938767976211,
2025-06-04 15:30:00,30.01000023,30.14999962,29.87030029,29.90500069,469069,0.0033433761451524546,-0.0008196619457812396,0.014181565922397409,
2025-06-04 16:30:00,30.21500015,30.23500061,29.93000031,30.01000023,411533,0.00683105359642977,0.006996294631421041,0.0037382790289620603,
2025-06-04 17:30:00,30.27000046,30.96999931,30.21999931,30.21999931,1862842,0.0018202981872232904,0.003998242642935172,0.0025687652754118368,
2025-06-04 18:30:00,30.34410095,30.35000038,30.11000061,30.29000092,616886,0.002447984435874684,0.0036997787398425817,0.0027298643148163707,
2025-06-04 19:30:00,29.96999931,30.40500069,29.92499924,30.34000015,965242,-0.012328644721306348,-0.0026867873660694577,0.008355989316097663,
2025-06-05 13:30:00,30.31570053,30.5,29.60000038,29.80999947,1301878,0.011534909174477415,0.0005514162963485836,0.012044294465228887,
2025-06-05 14:30:00,30.41500092,30.6079998,30.23999977,30.30999947,856787,0.0032755433080535745,0.0008272692537415471,0.012118697764941875,
2025-06-05 15:30:00,30.21999931,30.54000092,30.15010071,30.40060043,556938,-0.006411362949253596,0.0027996965110924643,0.00898259391352992,-0.749211250400855
2025-06-05 16:30:00,30.15500069,30.23999977,29.80999947,30.23500061,774895,-0.0021508478320344526,-0.001762222491078158,0.004855132382457685,-0.2379089935718071
2025-06-05 17:30:00,29.90970039,30.17000008,29.81040001,30.15010071,405885,-0.008134647467653577,-0.005565619416313876,0.0030802477355629855,-1.0634524757330113
2025-06-05 18:30:00,29.47999954,29.92469978,29.22999954,29.92469978,1078760,-0.014366604960832863,-0.008217366753506964,0.006108298651640762,0.5168397692671465
2025-06-05 19:30:00,29.45999908,29.70999908,29.34499931,29.5,834533,-0.0006784416659458836,-0.007726564698144108,0.006853200147153932,-0.10700399665586582
2025-06-06 13:30:00,29.70000076,29.87039948,29.54500008,29.67000008,1085301,0.008146696792089791,-0.002299449944896318,0.011343850309081874,0.514716916464043
2025-06-06 14:30:00,29.84000015,29.95000076,29.63470078,29.70999908,634953,0.004713784054461989,0.004060679726868632,0.004448671278923174,-0.5720458251325028
2025-06-06 15:30:00,29.88949966,29.97999954,29.75,29.82579994,380009,0.0016588307557363624,0.004839770534096048,0.0032457673778638267,-1.1337474655139672
2025-06-06 16:30:00,29.86800003,30.0,29.72999954,29.88500023,437243,-0.0007193037770641952,0.0018844370110447188,0.002723560993092527,-0.9409709875566264
2025-06-06 17:30:00,29.86000061,29.95999908,29.80999947,29.86000061,282369,-0.00026782576643791245,0.0002239004040780849,0.0012630229349074994,-1.2251397674420716
2025-06-06 18:30:00,29.69000053,29.89377213,29.54999924,29.87000084,620054,-0.005693237659984085,-0.0022267890678287308,0.0030105078442119377,-0.3819313410317073
2025-06-06 19:30:00,29.57999992,29.70999908,29.55999947,29.69000053,682634,-0.003704971641507737,-0.0032220116893099116,0.0027447606981717406,-0.2430955808682786
2025-06-09 13:30:00,29.59000015,30.04750061,29.54999924,29.92000008,1440279,0.00033807403742547315,-0.0030200450880221164,0.003073438381614242,1.4759321617767156
2025-06-09 14:30:00,29.47500038,29.72999954,29.45000076,29.58009911,790289,-0.003886440331768659,-0.0024177793119503077,0.002388363139021263,-0.07422639030390146
2025-06-09 15:30:00,29.64999962,29.71999931,29.45000076,29.45999908,381386,0.0059372090837610525,0.0007962809298059555,0.0049278278304926626,-1.0017065319078144
2025-06-09 16:30:00,29.68000031,29.75,29.62000084,29.65500069,474037,0.001011827668954357,0.0010208654736489169,0.004911830943878724,-0.7383242776552044
2025-06-09 17:30:00,29.81999969,29.94499969,29.67000008,29.68000031,470123,0.00471696019332013,0.003888665648678513,0.002565033997794784,-0.7025228976433274
2025-06-09 18:30:00,30.34000015,30.48999977,29.75,29.80999947,1111024,0.017437976707101788,0.0077222548564587585,0.008615592844666878,0.8773911377918507
2025-06-09 19:30:00,30.32999992,30.43499947,30.21999931,30.39970016,840534,-0.0003296054696955153,0.007275110476908801,0.009155863900112316,0.140302354410595
2025-06-10 13:30:00,30.02300072,30.60000038,29.89999962,30.54000092,1668571,-0.01012196507780272,0.0023288020532011844,0.013970967959134996,2.4707676783655557
