time,Close,High,Low,Open,Volume,price_return,return_3h_mean,return_3h_std,volume_zscore
2025-06-10 14:30:00,30.01000023,30.17000008,29.97999954,30.02499962,644867,-0.00043301767605596897,-0.0036281960745180677,0.005624006616472059,-0.37559525629748386
2025-06-10 15:30:00,29.76230049,30.00139999,29.65999985,30.00139999,1143774,-0.008253906634508534,-0.006269629796122407,0.00514022775438701,0.9752819228495104
2025-06-10 16:30:00,29.95999908,30.11000061,29.77009964,29.77599907,1032245,0.006642584301116861,-0.0006814466698158809,0.007451352110355396,0.7258042445968259
2025-06-10 17:30:00,29.89949989,30.03000069,29.81999969,29.95000076,748700,-0.0020193321714880863,-0.0012102181682932533,0.0074811335806425,-0.065089570774013
2025-06-10 18:30:00,30.35899925,30.37989998,29.75,29.88999939,1482588,0.015368128620562027,0.0066637935833969335,0.008693749799368,1.7802290068394402
2025-06-10 19:30:00,30.15999985,30.42000008,30.0,30.36000061,1907849,-0.006554873510858594,0.0022646409794051157,0.011572330149185541,2.393197243972378
2025-06-11 13:30:00,28.67989922,29.41379929,28.45000076,29.02000046,5771285,-0.049074954819669836,-0.013420566569988801,0.032765546793969626,4.3150947525657015
2025-06-11 14:30:00,29.19000053,29.20999908,28.43000031,28.67989922,2229654,0.01778602170415855,-0.01261460220878996,0.03383988444645434,0.9899031435819609
2025-06-11 15:30:00,28.73539925,29.32999992,28.55999947,29.20000076,1571000,-0.015573870220823793,-0.015620934445445026,0.033430513108699246,0.3694070368902124
2025-06-11 16:30:00,28.80999947,28.95999908,28.60000038,28.73530006,792582,0.0025961087003167904,0.0016027533945505157,0.016702115536190203,-0.3179299110850686
2025-06-11 17:30:00,28.69000053,28.89999962,28.45999908,28.82010078,1030746,-0.004165183693424113,-0.005714315071310372,0.009183511829258851,-0.1198492817223378
2025-06-11 18:30:00,28.60000038,28.79990005,28.53000069,28.68000031,766548,-0.003136986697016231,-0.0015686872300411843,0.003643273407527967,-0.3751965091980112
2025-06-11 19:30:00,28.51000023,28.61000061,28.42000008,28.61000061,1039047,-0.0031468583497969993,-0.003483009580079114,0.000590800730425091,-0.15217190640013556
2025-06-12 13:30:00,22.95499992,24.29999924,22.81999969,23.56999969,36396803,-0.19484392371749903,-0.06704258958810409,0.11067920210365774,4.643195490467108
2025-06-12 14:30:00,22.375,23.22999954,22.37000084,22.9598999,20395105,-0.02526682300245453,-0.07441920168991685,0.10487568100195598,2.0859833975476207
2025-06-12 15:30:00,22.34499931,22.94000053,22.23999977,22.375,14542910,-0.0013408129608939445,-0.07381718656028251,0.1054927334905997,1.2476575221556103
2025-06-12 16:30:00,21.67499924,22.37000084,21.67000008,22.34499931,19722869,-0.029984340599203185,-0.01886399218751722,0.015357737487181439,1.6645669515334094
2025-06-12 17:30:00,21.54500008,21.68000031,21.54000092,21.67499924,16165066,-0.005997654650897966,-0.012440936070331698,0.015370420471774992,1.1623173096944523
2025-06-12 18:30:00,21.78499985,22.48999977,21.54000092,21.54500008,34925053,0.011139464799667653,-0.008280843483477832,0.020656755700132607,2.571985952008284
2025-06-12 19:30:00,22.14959908,22.18000031,21.71999931,21.78910065,25359783,0.01673625120543676,0.007292687118068815,0.011845078841861109,1.5230636733332392
2025-06-13 13:30:00,22.41250038,23.10000038,22.14999962,22.18000031,20796671,0.011869348020722592,0.013248354675275667,0.003042572765428049,1.0332168447774241
2025-06-13 14:30:00,22.95000076,23.03000069,22.36000061,22.40999985,9809716,0.02398216936471953,0.017529256196959626,0.006095223778937878,0.05326930896442533
2025-06-13 15:30:00,22.89500046,23.14999962,22.70000076,22.93009949,5979299,-0.0023965271537534916,0.011151663410562876,0.013203984660062586,-0.3027574817900544
2025-06-13 16:30:00,22.76000023,23.09000015,22.62999916,22.89999962,9677766,-0.0058964938758511165,0.005229716111704974,0.01633411518934582,-0.006183894018762804
2025-06-13 17:30:00,22.45499992,22.81999969,22.44070053,22.76000023,4433947,-0.013400716472664165,-0.007231245834089591,0.005622207549897217,-0.49223386151508836
2025-06-13 18:30:00,22.42499924,22.52000046,22.27000046,22.45840073,3450924,-0.0013360356315690325,-0.006877748660028105,0.0060919025487094665,-0.5930231901874318
2025-06-13 19:30:00,22.12999916,22.55999947,22.10330009,22.42499924,4444464,-0.013154964994326446,-0.009297239032853214,0.006895699249875875,-0.5206091334786186
2025-06-16 13:30:00,22.97920036,23.21999931,22.40999985,22.77000046,10901382,0.03837330466487021,0.007960768012991578,0.02699284279252291,0.031127443463847437
2025-06-16 14:30:00,23.08309937,23.45999908,22.96999931,22.98999977,4110819,0.004521437141949303,0.00991325893749769,0.02618385858165164,-0.6147668524564917
2025-06-16 15:30:00,23.23999977,23.27000046,22.95000076,23.09000015,2344153,0.006797198135529259,0.016563979980782923,0.018921674196722835,-0.7830191416445822
2025-06-16 16:30:00,23.26729965,23.37999916,23.10000038,23.23999977,1828460,0.0011746936432952548,0.004164442973591272,0.0028282013398053724,-0.8077202219143079
2025-06-16 17:30:00,23.18000031,23.27000046,23.04000092,23.27000046,1677168,-0.003752018554503911,0.0014066244081068675,0.005278431310821998,-0.8181781411643088
2025-06-16 18:30:00,23.31999969,23.38999939,23.12000084,23.18000031,2947288,0.0060396625594349995,0.0011541125494087812,0.004895873001348587,-0.7088191970835344
2025-06-16 19:30:00,23.30999947,23.35499954,23.03000069,23.31999969,3085202,-0.000428825906215069,0.0006196060329053399,0.004979323438730477,-0.7102118331608898
2025-06-17 13:30:00,23.38929939,23.38999939,22.96999931,23.00989914,4275767,0.0034019700473206793,0.0030042689001802034,0.003252531384842805,-0.6174723472594474
2025-06-17 14:30:00,23.62999916,23.70000076,23.21999931,23.3798008,6517296,0.01029102094878942,0.004421388363298344,0.005432144091047129,-0.43501100385509944
2025-06-17 15:30:00,23.70899963,23.78000069,23.5,23.62999916,2685373,0.003343227795527426,0.005678739597212508,0.003994460803739635,-0.8156385330096408
2025-06-17 16:30:00,23.17000008,23.72999954,23.15999985,23.70000076,2115774,-0.02273396425035079,-0.003033238502011315,0.017411401542770502,-0.8447081718410775
2025-06-17 17:30:00,22.81999969,23.23999977,22.79000092,23.17000008,3593260,-0.015105756961223182,-0.011498831138682183,0.01340755091977601,-0.6165683635136189
2025-06-17 18:30:00,22.98999977,23.04000092,22.81999969,22.82130051,2559616,0.007449609216011455,-0.010130037331854172,0.01569491529675729,-0.676986765722784
2025-06-17 19:30:00,22.98999977,23.09000015,22.93499947,22.98500061,1588916,0.0,-0.0025520492484039092,0.011492208333126936,-0.7209073566603502
2025-06-18 13:30:00,23.06500053,23.23999977,22.92970085,23.06999969,2029340,0.0032623210417717097,0.0035706434192610548,0.0037343629154333604,-0.6085701213300814
2025-06-18 14:30:00,23.22100067,23.29999924,23.03499985,23.0685997,1155477,0.006763500386531396,0.003341940476101035,0.0033824530758596667,-0.7596145898201896
2025-06-18 15:30:00,23.56310081,23.63999939,23.18239975,23.26000023,1691481,0.014732359938388617,0.008252727122230574,0.005878247636431687,-0.6970813027339232
2025-06-18 16:30:00,23.54999924,23.95000076,23.47999954,23.55999947,2840674,-0.00055602062333171,0.006979946567196101,0.007646488197979376,-0.42073821637922426
2025-06-18 17:30:00,23.61000061,23.68000031,23.46999931,23.54000092,1246696,0.0025478289569575985,0.005574722757338169,0.008081163877133134,-0.9601456589863098
2025-06-18 18:30:00,23.54879951,23.70999908,23.34000015,23.61000061,1656805,-0.002592168505666237,-0.00020012005734678281,0.002588415034068926,-0.7287605741387483
2025-06-18 19:30:00,23.45499992,23.68989944,23.40999985,23.54000092,1712321,-0.003983200500737527,-0.0013425133498153885,0.003440176587142983,-0.6711328341178567
2025-06-20 13:30:00,23.36000061,23.71999931,23.27000046,23.52000046,3559680,-0.004050279698316839,-0.0035418829015735342,0.0008231603610658927,0.22842787585839322
2025-06-20 14:30:00,23.27499962,23.45000076,23.12999916,23.35000038,2081982,-0.0036387409152555117,-0.003890740371436626,0.0002208001338805143,-0.4521395770219987
2025-06-20 15:30:00,23.33499908,23.47999954,23.29999924,23.38500023,2821854,0.002577850095793144,-0.0017037235059264022,0.0037136566107672225,-0.06651872298764265
2025-06-20 16:30:00,23.50499916,23.72500038,23.33009911,23.33499908,1757689,0.007285197630271467,0.0020747689369363664,0.005479318052997822,-0.682145325607021
2025-06-20 17:30:00,23.47500038,23.60499954,23.43000031,23.5,1041543,-0.001276272328103345,0.0028622584659870887,0.004287815067468939,-1.1777615785857933
2025-06-20 18:30:00,23.32710075,23.54000092,23.28000069,23.47340012,938177,-0.006300303625383807,-9.712610773856174e-05,0.006869079301376645,-1.176623701094815
2025-06-20 19:30:00,23.45999908,23.48999977,23.21999931,23.32999992,2011071,0.005697164487961537,-0.0006264704885085385,0.0060250719585527,-0.31523299439981345
2025-06-23 13:30:00,22.95999908,23.32999992,22.82999992,23.03000069,2751524,-0.02131287381107605,-0.00730533764949944,0.013533037806460528,0.25081709091977045
2025-06-23 14:30:00,22.92499924,23.05999947,22.86000061,22.95499992,1497813,-0.0015243833363429715,-0.005713364219819161,0.013983783924977677,-0.7178589810935891
2025-06-23 15:30:00,22.59000015,22.96999931,22.54999924,22.90889931,1857530,-0.014612828837764269,-0.012483361995061096,0.010064644086741362,-0.38655444591349064
2025-06-23 16:30:00,22.78000069,22.78000069,22.45000076,22.58009911,2305724,0.008410825088020157,-0.0025754623620290276,0.01154775888916321,0.04749227473458035
2025-06-23 17:30:00,22.87999916,22.94000053,22.73010063,22.78000069,726011,0.0043897483306001295,-0.0006040851397146607,0.012297395641781117,-1.67153799157564
2025-06-23 18:30:00,23.05500031,23.07999992,22.88010025,22.8852005,951658,0.007648651941646323,0.006816408453422203,0.0021358222046865363,-1.25889443573133
2025-06-23 19:30:00,22.84000015,23.11009979,22.79999924,23.05500031,1126919,-0.009325532730821262,0.0009042891804750633,0.009007888511696238,-0.962654010597693
2025-06-24 13:30:00,23.09000015,23.19000053,22.85000038,23.03000069,2819727,0.010945709210076426,0.003089609473633829,0.010877475057450427,1.2901773351401924
2025-06-24 14:30:00,23.21999931,23.31999969,23.07010078,23.09000015,1517066,0.005630106503052401,0.0024167609941025217,0.01051070903776317,-0.4160714793806977
2025-06-24 15:30:00,23.05999947,23.28000069,22.97999954,23.22999954,1385841,-0.0068906048559223,0.0032284036190688425,0.009157491874003216,-0.581338461320755
2025-06-24 16:30:00,23.0345993,23.11000061,22.98500061,23.05999947,989016,-0.0011014818119595704,-0.0007873267216098231,0.006266264700703431,-1.0393751559685063
2025-06-24 17:30:00,23.07999992,23.09000015,22.87999916,23.03000069,876535,0.001970975027987487,-0.0020070372132981276,0.004499658036828644,-1.1554037354296727
2025-06-24 18:30:00,23.23999977,23.31500053,23.06999969,23.07999992,1050753,0.006932402537027427,0.0026006319176851145,0.00405378530293355,-0.8761961384577082
2025-06-24 19:30:00,23.29500008,23.29999924,23.19000053,23.23999977,1995291,0.0023666226568126447,0.003756666740609186,0.00275737332402335,0.4051567166608944
2025-06-25 13:30:00,23.28000069,23.69000053,23.25,23.37999916,1716114,-0.0006438888151315547,0.0028850454595695054,0.0038146584794724638,0.002159184593960844
2025-06-25 14:30:00,23.21999931,23.35000038,23.04999924,23.28499985,1999834,-0.0025773787895880806,-0.00028488164930233023,0.0024914759048279985,0.36760785206633473
2025-06-25 15:30:00,23.15999985,23.26535606,23.12000084,23.26000023,895935,-0.0025839561491356466,-0.0019350745846184274,0.0011182045134529714,-1.0558508064376981
2025-06-25 16:30:00,23.43000031,23.49500084,23.14999962,23.16869926,1022592,0.01165805102541917,0.0021655720288984806,0.00822072861369065,-0.864669245991869
2025-06-25 17:30:00,23.27499962,23.45000076,23.26000023,23.43000031,823011,-0.00661547963931719,0.0008195384123221109,0.009600432915299559,-1.0742159420609152
2025-06-25 18:30:00,23.29000092,23.39500046,23.10000038,23.27499962,1469216,0.0006445241780845823,0.0018956985213955206,0.009200791197868933,-0.018269601367515403
2025-06-25 19:30:00,23.53000069,23.53000069,23.20999908,23.29500008,1094376,0.010304841585210278,0.0014446287079925568,0.008488488854288549,-0.5899987277143484
2025-06-26 13:30:00,23.84000015,23.87000084,23.29999924,23.39999962,2057050,0.013174647297470976,0.008041337686921946,0.006564570341607879,0.9174337797247588
2025-06-26 14:30:00,23.64999962,23.85000038,23.56310081,23.84900093,748350,-0.007969820839116126,0.005169889347855043,0.011469434774858093,-1.188842566358365
2025-06-26 15:30:00,23.72500038,23.81999969,23.62000084,23.63999939,1070853,0.0031712795435554497,0.0027920353339701,0.010577334391171651,-0.6115377308334149
2025-06-26 16:30:00,23.78009987,23.87999916,23.69000053,23.72999954,927626,0.0023224231450991173,-0.0008253727168205197,0.006201813728694842,-0.7954276044281662
2025-06-26 17:30:00,23.70999908,24.05999947,23.70000076,23.79000092,1231904,-0.0029478761814805132,0.0008486088357246846,0.0033151339581826145,-0.23075909513041226
2025-06-26 18:30:00,23.72999954,23.76140022,23.51000023,23.70630074,889085,0.0008435453722506203,7.269744528974147e-05,0.002718394497273927,-0.7757358298103869
2025-06-26 19:30:00,23.86000061,23.92550087,23.68000031,23.73999977,920332,0.0054783427104945215,0.0011246706337548762,0.00422013800288082,-0.6583356495330392
2025-06-27 13:30:00,24.22999954,24.22999954,23.79000092,23.98999977,2657493,0.01550707965384257,0.007276322578862571,0.007495289061280144,2.2681523092164473
2025-06-27 14:30:00,23.95000076,24.26000023,23.88500023,24.22999954,1071979,-0.011555872278815604,0.003143183361840496,0.01368176043917756,-0.4791936166285913
2025-06-27 15:30:00,23.85829926,24.0,23.79000092,23.94020081,1092906,-0.0038288725298563087,4.077828172355247e-05,0.013940282991389021,-0.4399660555518084
2025-06-27 16:30:00,23.87999916,23.95999908,23.70000076,23.86039925,1730338,0.0009095325598662551,-0.004825070749601886,0.006292129021072633,0.870331500598456
2025-06-27 17:30:00,23.63999939,23.92000008,23.60000038,23.875,1342609,-0.01005024197831672,-0.004323193982768925,0.005496583462120462,0.09877983513166937
2025-06-27 18:30:00,23.51000023,23.63999939,23.45999908,23.63500023,1242458,-0.0054991185852141244,-0.004879942667888197,0.0055060601698852015,-0.09315485989049237
2025-06-27 19:30:00,23.59000015,23.63999939,23.45999908,23.51000023,1090297,0.0034028038799387428,-0.004048852227864034,0.0068427746635794755,-0.4138639815070145
2025-06-30 13:30:00,23.81999969,23.87999916,23.54000092,23.63999939,1680982,0.009749874461107089,0.0025511865852772355,0.0076600839580327615,0.7305127644040873
2025-06-30 14:30:00,23.82999992,24.02000046,23.72999954,23.80999947,1671777,0.0004198249424913758,0.004524167761179069,0.0047650339684587525,0.6566607346161565
2025-06-30 15:30:00,23.79999924,23.87999916,23.75,23.82999992,1052506,-0.0012589458707812362,0.0029702511776057428,0.005931023247342476,-0.5520616924217183
2025-06-30 16:30:00,23.90999985,23.94000053,23.79999924,23.79999924,504321,0.004621874517337199,0.0012609178630157796,0.003029288709423773,-1.545235547114054
2025-06-30 17:30:00,24.03219986,24.10000038,23.89999962,23.90500069,1419868,0.005110832738043802,0.0028245871281999215,0.003544883827535523,0.3905818305747032
2025-06-30 18:30:00,24.02499962,24.06999969,23.96999931,24.04000092,897743,-0.00029960802764394945,0.003144366409245684,0.0029925724681047912,-0.7299300779589804
2025-06-30 19:30:00,24.375,24.39999962,24.01000023,24.02499962,2347404,0.014568174215854546,0.0064597996420848,0.007525125978425102,2.04613149256105
