Datetime,Close,High,Low,Open,Volume
2025-06-12 13:30:00+00:00,22.95499992,24.29999924,22.81999969,23.56999969,36396803
2025-06-12 14:30:00+00:00,22.375,23.22999954,22.37000084,22.9598999,20395105
2025-06-12 15:30:00+00:00,22.34499931,22.94000053,22.23999977,22.375,14542910
2025-06-12 16:30:00+00:00,21.67499924,22.37000084,21.67000008,22.34499931,19722869
2025-06-12 17:30:00+00:00,21.54500008,21.68000031,21.54000092,21.67499924,16165066
2025-06-12 18:30:00+00:00,21.78499985,22.48999977,21.54000092,21.54500008,34925053
2025-06-12 19:30:00+00:00,22.14959908,22.18000031,21.71999931,21.78910065,25359783
2025-06-13 13:30:00+00:00,22.41250038,23.10000038,22.14999962,22.18000031,20796671
2025-06-13 14:30:00+00:00,22.95000076,23.03000069,22.36000061,22.40999985,9809716
2025-06-13 15:30:00+00:00,22.89500046,23.14999962,22.70000076,22.93009949,5979299
2025-06-13 16:30:00+00:00,22.76000023,23.09000015,22.62999916,22.89999962,9677766
2025-06-13 17:30:00+00:00,22.45499992,22.81999969,22.44070053,22.76000023,4433947
2025-06-13 18:30:00+00:00,22.42499924,22.52000046,22.27000046,22.45840073,3450924
2025-06-13 19:30:00+00:00,22.12999916,22.55999947,22.10330009,22.42499924,4444464
2025-06-16 13:30:00+00:00,22.97920036,23.21999931,22.40999985,22.77000046,10901382
2025-06-16 14:30:00+00:00,23.08309937,23.45999908,22.96999931,22.98999977,4110819
2025-06-16 15:30:00+00:00,23.23999977,23.27000046,22.95000076,23.09000015,2344153
2025-06-16 16:30:00+00:00,23.26729965,23.37999916,23.10000038,23.23999977,1828460
2025-06-16 17:30:00+00:00,23.18000031,23.27000046,23.04000092,23.27000046,1677168
2025-06-16 18:30:00+00:00,23.31999969,23.38999939,23.12000084,23.18000031,2947288
2025-06-16 19:30:00+00:00,23.30999947,23.35499954,23.03000069,23.31999969,3085202
2025-06-17 13:30:00+00:00,23.38929939,23.38999939,22.96999931,23.00989914,4275767
2025-06-17 14:30:00+00:00,23.62999916,23.70000076,23.21999931,23.3798008,6517296
2025-06-17 15:30:00+00:00,23.70899963,23.78000069,23.5,23.62999916,2685373
2025-06-17 16:30:00+00:00,23.17000008,23.72999954,23.15999985,23.70000076,2115774
2025-06-17 17:30:00+00:00,22.81999969,23.23999977,22.79000092,23.17000008,3593260
2025-06-17 18:30:00+00:00,22.98999977,23.04000092,22.81999969,22.82130051,2559616
2025-06-17 19:30:00+00:00,22.98999977,23.09000015,22.93499947,22.98500061,1588916
2025-06-18 13:30:00+00:00,23.06500053,23.23999977,22.92970085,23.06999969,2029340
2025-06-18 14:30:00+00:00,23.22100067,23.29999924,23.03499985,23.0685997,1155477
2025-06-18 15:30:00+00:00,23.56310081,23.63999939,23.18239975,23.26000023,1691481
2025-06-18 16:30:00+00:00,23.54999924,23.95000076,23.47999954,23.55999947,2840674
2025-06-18 17:30:00+00:00,23.61000061,23.68000031,23.46999931,23.54000092,1246696
2025-06-18 18:30:00+00:00,23.54879951,23.70999908,23.34000015,23.61000061,1656805
2025-06-18 19:30:00+00:00,23.45499992,23.68989944,23.40999985,23.54000092,1712321
2025-06-20 13:30:00+00:00,23.36000061,23.71999931,23.27000046,23.52000046,3559680
2025-06-20 14:30:00+00:00,23.27499962,23.45000076,23.12999916,23.35000038,2081982
2025-06-20 15:30:00+00:00,23.33499908,23.47999954,23.29999924,23.38500023,2821854
2025-06-20 16:30:00+00:00,23.50499916,23.72500038,23.33009911,23.33499908,1757689
2025-06-20 17:30:00+00:00,23.47500038,23.60499954,23.43000031,23.5,1041543
2025-06-20 18:30:00+00:00,23.32710075,23.54000092,23.28000069,23.47340012,938177
2025-06-20 19:30:00+00:00,23.45999908,23.48999977,23.21999931,23.32999992,2011071
2025-06-23 13:30:00+00:00,22.95999908,23.32999992,22.82999992,23.03000069,2751524
2025-06-23 14:30:00+00:00,22.92499924,23.05999947,22.86000061,22.95499992,1497813
2025-06-23 15:30:00+00:00,22.59000015,22.96999931,22.54999924,22.90889931,1857530
2025-06-23 16:30:00+00:00,22.78000069,22.78000069,22.45000076,22.58009911,2305724
2025-06-23 17:30:00+00:00,22.87999916,22.94000053,22.73010063,22.78000069,726011
2025-06-23 18:30:00+00:00,23.05500031,23.07999992,22.88010025,22.8852005,951658
2025-06-23 19:30:00+00:00,22.84000015,23.11009979,22.79999924,23.05500031,1126919
2025-06-24 13:30:00+00:00,23.09000015,23.19000053,22.85000038,23.03000069,2819727
2025-06-24 14:30:00+00:00,23.21999931,23.31999969,23.07010078,23.09000015,1517066
2025-06-24 15:30:00+00:00,23.05999947,23.28000069,22.97999954,23.22999954,1385841
2025-06-24 16:30:00+00:00,23.0345993,23.11000061,22.98500061,23.05999947,989016
2025-06-24 17:30:00+00:00,23.07999992,23.09000015,22.87999916,23.03000069,876535
2025-06-24 18:30:00+00:00,23.23999977,23.31500053,23.06999969,23.07999992,1050753
2025-06-24 19:30:00+00:00,23.29500008,23.29999924,23.19000053,23.23999977,1995291
2025-06-25 13:30:00+00:00,23.28000069,23.69000053,23.25,23.37999916,1716114
2025-06-25 14:30:00+00:00,23.21999931,23.35000038,23.04999924,23.28499985,1999834
2025-06-25 15:30:00+00:00,23.15999985,23.26535606,23.12000084,23.26000023,895935
2025-06-25 16:30:00+00:00,23.43000031,23.49500084,23.14999962,23.16869926,1022592
2025-06-25 17:30:00+00:00,23.27499962,23.45000076,23.26000023,23.43000031,823011
2025-06-25 18:30:00+00:00,23.29000092,23.39500046,23.10000038,23.27499962,1469216
2025-06-25 19:30:00+00:00,23.53000069,23.53000069,23.20999908,23.29500008,1094376
2025-06-26 13:30:00+00:00,23.84000015,23.87000084,23.29999924,23.39999962,2057050
2025-06-26 14:30:00+00:00,23.64999962,23.85000038,23.56310081,23.84900093,748350
2025-06-26 15:30:00+00:00,23.72500038,23.81999969,23.62000084,23.63999939,1070853
2025-06-26 16:30:00+00:00,23.78009987,23.87999916,23.69000053,23.72999954,927626
2025-06-26 17:30:00+00:00,23.70999908,24.05999947,23.70000076,23.79000092,1231904
2025-06-26 18:30:00+00:00,23.72999954,23.76140022,23.51000023,23.70630074,889085
2025-06-26 19:30:00+00:00,23.86000061,23.92550087,23.68000031,23.73999977,920332
2025-06-27 13:30:00+00:00,24.22999954,24.22999954,23.79000092,23.98999977,2657493
2025-06-27 14:30:00+00:00,23.95000076,24.26000023,23.88500023,24.22999954,1071979
2025-06-27 15:30:00+00:00,23.85829926,24,23.79000092,23.94020081,1092906
2025-06-27 16:30:00+00:00,23.87999916,23.95999908,23.70000076,23.86039925,1730338
2025-06-27 17:30:00+00:00,23.63999939,23.92000008,23.60000038,23.875,1342609
2025-06-27 18:30:00+00:00,23.51000023,23.63999939,23.45999908,23.63500023,1242458
2025-06-27 19:30:00+00:00,23.59000015,23.63999939,23.45999908,23.51000023,1090297
2025-06-30 13:30:00+00:00,23.81999969,23.87999916,23.54000092,23.63999939,1680982
2025-06-30 14:30:00+00:00,23.82999992,24.02000046,23.72999954,23.80999947,1671777
2025-06-30 15:30:00+00:00,23.79999924,23.87999916,23.75,23.82999992,1052506
2025-06-30 16:30:00+00:00,23.90999985,23.94000053,23.79999924,23.79999924,504321
2025-06-30 17:30:00+00:00,24.03219986,24.10000038,23.89999962,23.90500069,1419868
2025-06-30 18:30:00+00:00,24.02499962,24.06999969,23.96999931,24.04000092,897743
2025-06-30 19:30:00+00:00,24.375,24.39999962,24.01000023,24.02499962,2347404
